question_id,question_text,rating,comment
0,"What specific qualities make the dog beautiful in your opinion?",5,""
1,"Are you familiar with the dog's breed or background?",6,""
2,"How does this dog compare to other dogs you've seen or known?",4,"I notice a lot of repetition when it comes to this kind of questions"
3,"What exactly are you nearly done with?",8,""
4,"What prompted you to mention being nearly done at this point in the conversation?",3,""
5,"What does the ""ha"" at the end of your utterance indicate about your current state or feelings?",4,""
6,"What exactly is unclear about the number plate?",2,""
7,"Are you suggesting that the dog is associated with the number plate in some way?",3,""
8,"What does ""drunk in n it"" mean in this context?",6,""
9,"What exactly was unclear in the previous part of the utterance?",2,""
10,"What is the significance of the number plate being drunk?",6,""
11,"What decision is being referred to with ""decided to""?",6,""
12,"What exactly was unclear in that part of the utterance?",2,""
13,"Could you clarify what you were trying to say after ""Unless it's""?",1,""
14,"What might have caused the unclear portion of your statement?",2,""
15,"What exactly happened to the number plate that caused it to lose some figures?",6,""
16,"When did this damage to the number plate occur?",5,""
17,"Who might have been responsible for the damage to the number plate?",6,""
18,"How many tapes are we talking about?",8,""
19,"How many figures might have been lost from the number plate?",8,""
20,"How many times have you recorded this particular tape?",8,""
21,"How many tapes have you recorded so far?",,""
22,"What is the purpose of recording these tapes?",,""
23,"Are there any specific contents or topics covered in the recorded tapes?",,""
24,"What specific part of the tape are you planning to finish tomorrow?",,""
25,"Are there any particular challenges you anticipate in finishing the tape tomorrow?",,""
26,"How do you plan to organize or prioritize the remaining recording tasks for tomorrow?",,""
27,"What exactly are you planning to finish tomorrow?",,""
28,"What is the specific task or activity you're referring to?",,""
29,"Why do you think it can be completed tomorrow?",,""
30,"What exactly was unclear in the previous utterance that prompted the need for clarification?",,""
31,"Could you rephrase the part that was unclear to ensure better understanding?",,""
32,"What specific aspect of the conversation are you seeking clarification on with ""Sorry""?",,""
33,"What exactly is the nature of the task or project that involves recording these tapes?",,""
34,"Are there any specific deadlines or time constraints for completing the tape recordings?",,""
35,"What resources or additional help might be needed to finish the remaining tape recordings?",,""
36,"What exactly is unclear in the audio that PS0V5 is referring to?",,""
37,"Why does PS0V5 think the other person might have heard something unclear?",,""
38,"What is the significance of the unclear part in the context of their conversation?",,""
39,"What exactly is screaming?",,""
40,"Why does it matter that it's screaming?",,""
41,"What prompted you to mention that it's screaming at this point in the conversation?",,""
42,"Who is ""him"" that PS0V5 is referring to?",,""
43,"What exactly was ""he"" dying to do?",,""
44,"Why does PS0V5 suggest going back after mentioning this?",,""
45,"What exactly did PS0V5 guess?",,""
46,"What prompted PS0V5 to make that guess?",,""
47,"How does this guess relate to the previous parts of the conversation?",,""
48,"What exactly do you mean by ""indicate"" in this context?",,""
49,"Are you referring to a specific situation or location when you mention ""a dangerous place to overtake""?",,""
50,"What made the place dangerous for overtaking, even without indicating?",,""
51,"What specific situation or event are you referring to when you mention it was a dangerous place to overtake?",,""
52,"Are you talking about a particular road or location where overtaking is risky?",,""
53,"What makes this place particularly dangerous for overtaking, and have there been any incidents related to it?",,""
54,"What specific dangers were present at the overtaking location?",,""
55,"Why did you choose to overtake there despite the risks?",,""
56,"How did the other driver react to your overtaking maneuver?",,""
