question_id,question_text,rating,comment
0,"What non-economic factors significantly influence unemployment rates?",5,""
1,"How do social and political factors interact with economic factors in shaping unemployment?",5,""
2,"In what ways can non-economic policies or interventions mitigate high unemployment?",5,""
3,"What specific social impacts do you observe most frequently among unemployed individuals?",6,""
4,"How do these social impacts vary across different age groups or demographics?",5,""
5,"Are there particular communities or regions where the social impact of unemployment is more pronounced?",5,""
6,"What specific aspects of the ""normal time structure"" are most disrupted by unemployment?",5,""
7,"How do individuals typically adapt or cope with the loss of this time structure?",6,""
8,"Are there any long-term psychological or social consequences of this disruption in time structure?",5,""
9,"What specific factors contribute to an individual's perception of their work as important?",5,""
10,"How does the enjoyment of one's work influence their overall well-being and social integration?",5,""
11,"In what ways can the sense of importance derived from work be replicated or compensated for in unemployment?",6,""
12,"How do you define ""seeing the point of it"" in the context of work?",3,""
13,"Can you provide examples of work that people find pleasurable and personally beneficial?",4,""
14,"What role does societal perception of certain jobs play in determining whether they are seen as ""good work""?",5,""
15,"What specific activities or routines did the unemployed individuals in the study find most effective in structuring their time?",4,""
16,"",,""
17,"How did the reduction in social interactions impact the mental health or well-being of the unemployed individuals?",5,""
18,"",,""
19,"Were there any notable differences in the experiences of long-term unemployed individuals compared to those who had recently become unemployed?",5,""
20,"What specific positive strategies or coping mechanisms did your research identify that unemployed individuals found most helpful?",5,""
21,"How did the unemployed people you studied perceive the effectiveness of existing social support systems or government programs?",,""
22,"Were there any notable differences in the social impacts of unemployment between different demographic groups, such as age, gender, or education level?",,""
23,"What specific patterns of trade and commerce in Brighton's history will John Farrant be discussing?",,""
24,"How do these historical patterns of trade and commerce relate to the economic challenges of the 1980s?",,""
25,"What insights or lessons can contemporary society draw from Brighton's historical trade and commerce patterns?",,""
