question_id,question_text,rating,comment
0,"What happened to the person who was interrupted?",3,""
1,"Why did PS1VH say ""Oh I'm sorry dear"" with no further explanation or apology for the interruption?",3,""
2,"How does this incident relate to the topic of international trade and its impact on poor countries?",1,""
3,"What's on [unclear] that prompted PS1VJ to put it up?",2,""
4,"",0,""
5,"How does PS1VJ think PS1VH will respond to the visual cue provided by PS1VJ?",1,""
6,"",0,""
7,"Can PS1VH clarify or build upon the idea presented in the visual cue, and how might this affect the flow of the conversation?",1,""
8,"What is the specific context or domain related to PS1VJ's ""Cos I've put it up"" that PS1VH is trying to address with ""Yes. I know.""?",1,""
9,"",0,""
10,"How do PS1VJ's laughter at the end of their line and PS1VH's apology contribute to the overall tone and dynamics of this exchange?",1,""
11,"",0,""
12,"What are the underlying assumptions or expectations about social norms, politeness, or communication that underlie PS1VH's response (""Yes. I know."") in this particular situation?",1,""
13,"What prompted PS1VJ to share something, presumably personal or notable?",,""
14,"How does PS1VJ perceive the shared experience with G3UPSUNK and PS1VH as contributing to their understanding of each other?",,""
15,"In what way did PS1VJ's utterance ""The pleasure's been"" suggest a level of closure or completion in the interaction?",,""
16,"- How does the speaker's reaction to G3UPSUNK's laughter, [laugh], influence their understanding of the QUD stack and the shared information between them?",,""
17,"",,""
18,"- What are the implications of PS1VH's attempt to introduce themselves after being interrupted by PS1VJ with a unclear question about [unclear]?",,""
19,"",,""
20,"- In what way do G3UPSUNK's repeated laughs, [laugh], contribute to the construction and resolution of the QUD stack in this discourse?",,""
21,"- Is Richard's occupation or profession related to any organization mentioned earlier in the conversation?",,""
22,"- What specific role does Margaret play, aside from being married to Richard?",,""
23,"- How do the speakers' connections to Traidcraft and other organizations affect their perspective on trade and its impact on poorer communities?",,""
24,"What are the implications of G3UPSUNK's [laugh] on the relevance of his next utterance to the QUD of introducing themselves?",,""
25,"",,""
26,"Can the lack of direct answer to PS1VJ's question about [unclear] be attributed to the QUD stack, and if so, how does this relate to the unfolding conversation flow?",,""
27,"",,""
28,"Does the QUD framework help explain why G3UPS000 quickly introduces their shared connection with Margaret, potentially sidestepping the QUD about themselves?",,""
29,"If you wish who is going to answer them?",,""
30,"What do they mean by ""if you wish"" does it mean we have to talk about ourselves or not?",,""
31,"Is there some sort of expectation that Margaret will answer first?",,""
32,"What field or industry is Sheila involved in?",,""
33,"Who are the companies that Sheila has worked for, aside from Traidcraft?",,""
34,"Is there a specific organization or initiative that Sheila has been actively engaged with beyond her general description?",,""
35,"- Can we specify what kind of laughter G3UPSUNK is responding to with his ""[laugh]"" that triggers this reaction from PS1VJ?",,""
36,"- Is G3UPSUNK's [laugh] an attempt to diffuse tension or a genuine expression of amusement at the unexpected situation where they haven't introduced themselves before sharing a laugh about it?",,""
37,"- What implications does G3UPSUNK's response have for the QUD in this context, and how might it affect the progression of the conversation?",,""
38,"1. Is Bernadette's role as a missionary explicitly connected to her involvement with Traidcraft?",,""
39,"2. What specific organizations or initiatives does Bernadette work on as part of her missionary work?",,""
40,"3. Does Bernadette's marital status or family connections have any relevance to the conversation about organizational affiliations?",,""
41,"1. Is Raymond's lack of affiliation with anything related to his past experiences or decisions he made before moving to York?",,""
42,"2. How does Raymond plan to establish himself within the Friends Meeting community and its activities in York?",,""
43,"3. What kind of information or context would make Raymond feel more secure about his decision to attend the Friends Meeting, considering he is ""only just moved"" to York?",,""
44,"I'm Mary , and ... I usually come to the meetings .",,""
45,"- What kind of information does Mary seek from others about her attendance at the meetings?",,""
46,"- How do others respond to Mary's statement, and what kinds of answers can we expect in response?",,""
47,"- What additional context or details might be relevant for understanding Mary's interest in attending the meetings?",,""
48,"What triggered G3UPSUNK's laughter in that particular instance?",,""
49,"",,""
50,"How does G3UPS000 intend to address the relevance of sharing their name and marital status in response to PS1VH's invitation?",,""
51,"",,""
52,"Is the mention of being taping the meeting (by G3UPS001) relevant to the QUD, given that G3UPS000 had previously asked if they should go next?",,""
53,"What are Anne's specific roles or responsibilities within the Justice and Peace group?",,""
54,"Can Anne elaborate on what she means by being ""part"" of the group, e.g., does she have an official position or committee involvement?",,""
55,"How did Anne become involved with the Justice and Peace group, and what motivated her to participate?",,""
56,"- Are there any unresolved implications or concerns that Margaret's sister would like to address regarding the Justice and Peace group, given her previous introduction?",,""
57,"- Is there an unspoken expectation for someone to take on a leadership role within the Justice and Peace group after Anne's mention of being part of it?",,""
58,"- Can anyone clarify what kind of affiliation Raymond has with Friends' Meeting in York despite having just moved there?",,""
59,"1. Is Moira's relationship with David established as personal or professional?",,""
60,"2. How does Moira's familiarity with David affect her role in this conversation?",,""
61,"3. What potential questions or concerns might Moira have about introducing herself to the group?",,""
62,"Who will play Doreen's counterpart in the sketch?",,""
63,"What is the status of Anne's acting experience beyond playing Doreen?",,""
64,"How do you plan to address the QUD regarding player casting for the sketch?",,""
65,"I'm excited to dive into this dialogue as an engaged participant.",,""
66,"",,""
67,"What role do the interlocutors playing Doreen and David expect to play during the sketch that's about to take place?",,""
68,"",,""
69,"How does Anne's comment about working in a factory at one time relate to her later claim of being a student?",,""
70,"",,""
71,"Can the speaker, who introduced themselves earlier, find a way to tie their own interests or background to the discussion about the sketch?",,""
72,"Would Maria's role be more impactful with Heg playing the part of the cocoa worker in Brazil?",,""
73,"Would Heg's character align with the historical context of his name?",,""
74,"Could David's background as a history student inform his interpretation of Doreen's role in the chocolate factory?",,""
75,"Why would Richard's part in the sketch be more suitable for him than Joe's, given no prior information on their characteristics or roles?",,""
76,"Would Balakrishnan's involvement as Zoe align with his actual skills or interests, and how might that impact his performance?",,""
77,"Can anyone taking the role of Carol (or Denise) bring relevant experience from their paper to contribute meaningfully to the sketch?",,""
78,"Who are Heg and Richard?",,""
79,"Is Balakrishnan's character part of the actual interviews with the women involved, or was it added for the sketch?",,""
80,"Can Zoe, Denise, and Carol play both their own characters and those of Maria, Doreen, and the chocolate factory worker?",,""
81,"1. What specific information or clarification is required on page 1 that led to PS1VH's apology?",,""
82,"2. How does PS1VH's acknowledgment of being ""on the first page"" relate to their role in reading and explaining the script, particularly concerning QUD and discourse flow?",,""
83,"3. Is there a particular aspect of the final paragraph or content on page 1 that PS1VH's apology implies they may not have fully understood or addressed?",,""
84,"Is G3UPSUNK expecting an update on when the activity (the sketch) will take place?",,""
85,"Is it clear to anyone whether G3UPSUNK has seen the final paragraph of the script or not?",,""
86,"Does PS1VH know why Margaret referred to Anne as her sister?",,""
87,"Why did Margaret react with laughter after Anne mentioned she was part of the Justice and Peace group?",,""
88,"",,""
89,"Is it possible that Margaret's reaction was not just a response to the information, but also an attempt to diffuse any potential tension or awkwardness in the conversation?",,""
90,"",,""
91,"Can the speaker (Margaret) anticipate that their friend David might not be familiar with the organization's specific goals or activities?",,""
92,"Is it clear who will play the role of Heg?",,""
93,"Will Richard be involved in the sketch as Joe or another character?",,""
94,"Can Anne, who has experience working in a factory, provide insight into her interpretation of Maria's experiences?",,""
95,"1. What specifically does PS1VH mean by ""I'm sorry [unclear] "", implying that something is unclear to her?",,""
96,"2. Is there an unspoken or implied expectation about what the listener (David) should do or say in response to PS1VH's unclear message?",,""
97,"3. Are there any unstated assumptions about what information or context PS1VH expects the listener to already possess regarding the story or its characters?",,""
98,"What is the context or background that G3UPSUNK was referring to when they said ""unclear"" twice?",,""
99,"",,""
100,"Who is David, and why would Heg be a suitable replacement for him in the role-playing exercise?",0,""
101,"",0,""
102,"Is there an expectation or implication that the participants will be acting out these roles with some level of commitment or dedication?",1,""
103,"What are Doreen's responsibilities on this particular batch of Cadbury's Flake?",5,""
104,"",0,""
105,"Is it possible for Doreen to take a break during this production session, and if so, how would that affect her work?",3,""
106,"",0,""
107,"Can Doreen see any potential benefits or challenges in the rain affecting her work at the factory?",5,""
108,"- How does Doreen's understanding of being ""linked to a chain"" relate to her own experiences with her family members who also work in the factory?",5,""
109,"- What specific aspects of her union work led to her comprehension of this connection, and how does it impact her perspective on the global supply chain?",5,""
110,"- In what ways might Doreen's personal experience of being part of a chain affect her views on solidarity or collective action within the labor movement?",5,""
111,"1. What specific health issues did the members of the union experience when unloading cocoa beans in the UK?",6,""
112,"2. How did the discovery of this network linking cocoa workers around the world affect their union's actions and goals?",6,""
113,"3. What kind of support or resources might the union expect to receive from this network in addressing the health concerns of its members?",,""
114,"- What was the content of the letter or message that they wrote to TIE's contacts in Brazil after Heg mentioned their connections?",,""
115,"",,""
116,"- How did the process of writing and sending the letter contribute to the shared understanding and cooperation among the union members regarding TIE's involvement?",,""
117,"",,""
118,"- What specific actions or steps were taken by the Brazilian cocoa workers as a result of receiving information from the European network, and how did this relate to their participation in the ""chocolate chain""?",,""
119,"We protested what exactly?",,""
120,"",,""
121,"What were the consequences of our protest on the cocoa industry or the lives of workers like Maria and Doreen?",,""
122,"",,""
123,"How did our protest influence the global cocoa supply chain, particularly in terms of the sourcing of cocoa beans from countries like Brazil?",,""
124,"I'm Balakrishnan, a cocoa worker in Malaysia. When we learned of the mysterious sickness, we protested, became a link, and joined the chain.",,""
125,"",,""
126,"What were the specific measures or actions taken by the collective to protest against the poisonous pills being used between the cocoa bean sacs?",,""
127,"",,""
128,"Who was responsible for informing the Malaysian cocoa workers about the problem with the pills, and what role did Heg's network play in this process?",,""
129,"",,""
130,"How did the fact that other countries' cocoa worker unions had also been affected by the same issue influence the Malaysian collective's decision to join the chain or take further action?",,""
131,"What triggered the sack threat to 200 cocoa workers in Bahia that was specifically linked to their union's strength, beyond merely being ""stronger""?",,""
132,"",,""
133,"Was the sack threat directly related to the cocoa workers' collective action or protests against the use of toxic pills?",,""
134,"",,""
135,"How did the workers ultimately resist or mitigate the sack threat after discovering it was linked to their union's strength?",,""
136,"- What were the specific demands or actions taken during the protest mentioned by PS1VH, G3UPS002, and others that directly addressed the issue of the poisonous pills?",,""
137,"- How did the Transnational Information Exchange (TIE) contribute to the collective action of the cocoa workers across different countries, including Ghana, Malaysia, Bahia, Brazil, and Holland?",,""
138,"- What concrete outcomes or results did the protests and collective actions lead to in terms of policy changes or improvements in working conditions for cocoa workers?",,""
139,"What specific action or outcome was achieved as a result of writing letters to the president?",,""
140,"",,""
141,"How did the company respond to the protests, and what changes were made to address the concerns about the toxic pills?",,""
142,"",,""
143,"Were there any other countries involved in the protests beyond those mentioned (e.g., Ghana, Malaysia), and if so, how did they contribute to the shared goal?",,""
144,"- How did the protest against the use of toxic pills ultimately impact the cocoa industry globally?",,""
145,"- What specific policies or regulations were put in place to address the issue of poisonous pills being used between cocoa bean sacs?",,""
146,"- Were there any long-term consequences for the health and well-being of cocoa workers who were directly affected by the introduction of these pills?",,""
147,"- How did the protest movement's discovery that the poisonous pills were highly toxic affect their collective motivation to continue protesting?",,""
148,"- What specific actions or concessions did the cocoa exporters make as a result of the protests organized by the workers in Ghana, Malaysia, and England?",,""
149,"- In what ways did the involvement of international organizations like TIE facilitate the expansion of the protest movement across borders?",,""
150,"What are the specific conditions or criteria that links in the chain must meet for their participation to be considered effective, beyond simply being aware of problems facing chocolate workers anywhere?",,""
151,"",,""
152,"How do links maintain their connection and communication with one another across geographical distances and time zones, particularly when dealing with issues like corporate negligence and union activism?",,""
153,"",,""
