question_id,question_text,rating,comment
0,"What specific types of children's programs on TV are influencing the way Orkney children speak?",6,""
1,"How does the exposure to English-language TV programs compare to the exposure to Orcadian-language programs in their daily media consumption?",8,""
2,"In what ways do children consciously or unconsciously adapt their speech patterns based on what they hear on television?",8,""
3,"What specific consequences did using Orkneyisms have on students' academic performance or perception by teachers?",8,""
4,"How did the division between dialect use in the playground versus the classroom manifest in students' social dynamics?",6,""
5,"Can you recall any particular instances or examples of how the teacher corrected or reacted to the use of Orkneyisms in class?",6,""
6,"What specific aspect of the boy's story did the laugh indicate agreement with?",2,""
7,"Was the laugh a reaction to the content of the story or the way it was told?",2,""
8,"How did the teacher's correction of the boy's dialect influence the classroom dynamics?",8,""
9,"What does ""putten"" specifically refer to in this context?",0,""
10,"How does the use of ""putten"" differ between West Mainland and East Mainland dialects?",6,""
11,"Why does the speaker mention ""while am I putten nothing"" in relation to ""putten""?",0,""
12,"What specific Orkneyisms were considered unacceptable in the school setting?",8,""
13,"How did the use of Orkneyisms affect the perception of a student's scholarly abilities?",6,""
14,"Were there any particular teachers or instances where the suppression of Orkneyisms was more strictly enforced?",6,""
15,"What specific grammatical or syntactic rules made ""putten"" unacceptable in your dialect?",5,""
16,"Were there other verbs besides ""put"" that followed similar patterns of avoidance in your speech?",8,""
17,"Did the avoidance of ""put"" extend to written communication as well, or was it primarily a spoken rule?",6,""
18,"- How has the influence of television and other media on children's language use in Orkney evolved over time, particularly with the shift from American to other English dialects in programming?",6,""
19,"- Can you provide examples of other specific lexical or phonological differences between East and West Mainland dialects beyond those mentioned, such as ""table"" vs. ""table"" or ""heard"" vs. ""heard""?",8,""
20,"- What factors might contribute to the persistence of certain dialectal features, like the rising intonation at the end of sentences in East Mainland, while others, like specific vocabulary differences, seem to be fading?",6,""
21,"What specific linguistic features make North Ronaldsay's dialect so distinctive and easily recognizable?",,""
22,"How did the settlement of islanders in East Mainland farms influence the dialect similarities observed today?",,""
23,"Are there any historical records or studies that document the migration patterns and dialect shifts between the islands and East Mainland?",,""
24,"What specific historical events or migrations led to the similarity in dialect between the islands and East Mainland?",,""
25,"How did the distinctiveness of North Ronaldsay dialect develop, and what makes it unique compared to other Orkney dialects?",,""
26,"Are there any documented cases of East Mainland speakers adopting West Mainland dialect features, or vice versa, and what triggered these shifts?",,""
27,"What specific characteristics make Birsay and Harray folk's accents particularly ""broad""?",,""
28,"How does the nasal pronunciation of Rendall folk manifest in their speech, and what words or phrases exemplify this trait?",,""
29,"Can you provide examples of the old-fashioned exclamations used by Evie folk, and how do they integrate these into their conversations?",,""
30,"What specific exclamations are still commonly used in Orkney today?",,""
31,"How did the use of divine references in exclamations evolve over time in Orkney?",,""
32,"Are there any regional variations in the exclamations used across different parts of Orkney?",,""
33,"What exactly was the unclear exclamation that PS3F3 mentioned?",,""
34,"How did the exclamation ""Oh [unclear]"" function in everyday conversation?",,""
35,"Are there any remaining contexts or situations where these traditional exclamations are still used today?",,""
36,"What specific exclamation was PS3F3 referring to when they said ""Oh just the same thing""?",,""
37,"Are there any particular contexts or situations where these exclamations were more commonly used?",,""
38,"How do these exclamations reflect the cultural or religious values of the community at the time?",,""
39,"What specific aspects of the dialect or pronunciation make you think that ""[unclear]"" would be more Scottish?",,""
40,"Could you provide examples of how ""[unclear]"" is used in Scottish dialects compared to Orkney dialects?",,""
41,"Are there any historical or linguistic reasons why certain words or phrases in Orkney might be more Scottish than others?",,""
