question_id,question_text,rating,comment
0,"What specific event or context are they referring to when mentioning ""all the wickets and all the runs from the first day onwards""?",8,""
1,"How does showing all the wickets and runs from the first day onwards contribute to the current discussion or situation?",6,""
2,"Are there any particular highlights or significant moments from the first day that they are emphasizing with this statement?",8,""
3,"What specific event or context is being referred to as the ""third day""?",8,""
4,"How does the third day differ from the first day in terms of the mentioned wickets and runs?",6,""
5,"Why is the distinction between the first and third day important in this conversation?",6,""
6,"What exactly were the first two innings that you missed?",8,""
7,"Why is it significant that you missed the first two innings?",6,""
8,"How did you find out that you missed the first two innings?",4,""
9,"What specific event or match are you referring to?",6,""
10,"Why are you asking about playing on Saturday?",4,""
11,"What happened during the first two innings that you missed?",6,""
12,"What does ""hat trick"" refer to in this context?",6,""
13,"Who is Van Basten?",4,""
14,"How did Van Basten achieve this hat trick?",6,""
15,"What specific match or event are you referring to with the goals this morning?",4,""
16,"How did you find out about Van Basten's hat trick if you didn't see it this morning?",5,""
17,"Were there any particularly notable goals in that match that you might have heard about?",8,""
18,"What specific Italian goals were shown on Channel Four?",4,""
19,"At what time were these Italian goals broadcast on Channel Four?",8,""
20,"Were there any other channels that also showed these Italian goals?",6,""
21,"What specific segment of the Italian goals was shown on Channel Four News?",,""
22,"Was the broadcast of the Italian goals a regular feature or a special event on Channel Four?",,""
23,"How did the interlocutors come to know about the broadcast of Italian goals on Channel Four News?",,""
24,"What specific European leagues or tournaments are being referred to?",,""
25,"Are these goals shown in real-time or as highlights?",,""
26,"Is there a particular reason why only these four countries are mentioned?",,""
27,"What specific sports events or matches are being referred to in this context?",,""
28,"How often do the interlocutors typically watch these sports highlights on Channel Four?",,""
29,"What is the general attitude or opinion of the speakers towards the frequency of sports events?",,""
30,"What was the unclear utterance that PS03W made?",,""
31,"Could the unclear utterance be related to the previous discussion about football matches or teams?",,""
32,"Was PS03W attempting to clarify or ask a question in the unclear utterance?",,""
33,"Who is being referred to with ""Who""?",,""
34,"What specific information is PS03W seeking with this question?",,""
35,"What context or previous part of the conversation is PS03W referring to with ""Who""?",,""
36,"What specific teams are you referring to?",,""
37,"Are you talking about a particular league or competition?",,""
38,"What makes you think they don't play every day?",,""
