File;Number of same questions;questions; 
Mario/deepseek/sheet_10_annotations_JAKIMOSKI.csv;9;[['What was PS0KY attempting to convey with their unclear utterance?', 'What was PS0KY attempting to convey with their unclear utterance?', 'What was PS0KY attempting to convey with their unclear utterance?', 'What was PS0KY attempting to convey with their unclear utterance?', 2.0, 2.0, 2.0, 2.0], ['How does this unclear part impact the overall meaning or intent of their previous statement?', 'How does this unclear part impact the overall meaning or intent of their previous statement?', 'How does this unclear part impact the overall meaning or intent of their previous statement?', 'How does this unclear part impact the overall meaning or intent of their previous statement?', 2.0, 2.0, 2.0, 2.0], ["To what extent does the lack of clarity in PS0KY's utterance affect the conversational trajectory?", "To what extent does the lack of clarity in PS0KY's utterance affect the conversational trajectory?", "To what extent does the lack of clarity in PS0KY's utterance affect the conversational trajectory?", "To what extent does the lack of clarity in PS0KY's utterance affect the conversational trajectory?", 2.0, 2.0, 2.0, 2.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['How does this "Yeah." affect the subsequent QUD stack?', 'How does this "Yeah." affect the subsequent QUD stack?', 'How does this "Yeah." affect the subsequent QUD stack?', 'How does this "Yeah." affect the subsequent QUD stack?', 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['How does this choice of centrepiece affect the overall design or composition?', 'How does this choice of centrepiece affect the overall design or composition?', 'How does this choice of centrepiece affect the overall design or composition?', 'How does this choice of centrepiece affect the overall design or composition?', 5.0, 5.0, 5.0, 5.0], ['Why did PS0KY choose to partially reveal their concern about the spikes, and what might prevent them from completing the thought?', 'Why did PS0KY choose to partially reveal their concern about the spikes, and what might prevent them from completing the thought?', 'Why did PS0KY choose to partially reveal their concern about the spikes, and what might prevent them from completing the thought?', 'Why did PS0KY choose to partially reveal their concern about the spikes, and what might prevent them from completing the thought?', 2.0, 2.0, 2.0, 2.0]] 
Mario/deepseek/sheet_13_annotations_JAKIMOSKI.csv;5;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0]] 
Mario/deepseek/sheet_19_annotations_JAKIMOSKI.csv;8;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['How would the liberation of Kuwait be prioritized relative to the destruction of the Iraqi regime and military?', 'How would the liberation of Kuwait be prioritized relative to the destruction of the Iraqi regime and military?', 'How would the liberation of Kuwait be prioritized relative to the destruction of the Iraqi regime and military?', 'How would the liberation of Kuwait be prioritized relative to the destruction of the Iraqi regime and military?', 8.0, 8.0, 8.0, 8.0], ["Okay, here are three salient, progressive questions stemming from PS5VN's final question, remaining unanswered in the provided context:", "Okay, here are three salient, progressive questions stemming from PS5VN's final question, remaining unanswered in the provided context:", "Okay, here are three salient, progressive questions stemming from PS5VN's final question, remaining unanswered in the provided context:", "Okay, here are three salient, progressive questions stemming from PS5VN's final question, remaining unanswered in the provided context:", 0.0, 0.0, 0.0, 0.0], ['Why was there such a complete absence of controls, even during a financial crisis?', 'Why was there such a complete absence of controls, even during a financial crisis?', 'Why was there such a complete absence of controls, even during a financial crisis?', 'Why was there such a complete absence of controls, even during a financial crisis?', 8.0, 8.0, 8.0, 8.0], ["Did this policy ever lead to negative consequences for Kuwait's economy or stability?", "Did this policy ever lead to negative consequences for Kuwait's economy or stability?", "Did this policy ever lead to negative consequences for Kuwait's economy or stability?", "Did this policy ever lead to negative consequences for Kuwait's economy or stability?", 8.0, 8.0, 8.0, 8.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0]] 
Mario/deepseek/sheet_30_annotations_JAKIMOSKI.csv;12;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0], ['How is risk-taking theory connected to disaster research?', 'How is risk-taking theory connected to disaster research?', 'How is risk-taking theory connected to disaster research?', 'How is risk-taking theory connected to disaster research?', 8.0, 8.0, 8.0, 8], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0], ['To what extent do you differentiate between the methodologies used for researching different types of specific disasters, like floods versus earthquakes?', 'To what extent do you differentiate between the methodologies used for researching different types of specific disasters, like floods versus earthquakes?', 'To what extent do you differentiate between the methodologies used for researching different types of specific disasters, like floods versus earthquakes?', 'To what extent do you differentiate between the methodologies used for researching different types of specific disasters, like floods versus earthquakes?', 8.0, 8.0, 8.0, 8], ['How do you prioritize funding or attention for researching less frequent but potentially catastrophic disasters compared to more common ones?', 'How do you prioritize funding or attention for researching less frequent but potentially catastrophic disasters compared to more common ones?', 'How do you prioritize funding or attention for researching less frequent but potentially catastrophic disasters compared to more common ones?', 'How do you prioritize funding or attention for researching less frequent but potentially catastrophic disasters compared to more common ones?', 8.0, 8.0, 8.0, 8], ['What are some concrete examples of how research on specific disasters, like floods, has directly led to improved prevention or response measures?', 'What are some concrete examples of how research on specific disasters, like floods, has directly led to improved prevention or response measures?', 'What are some concrete examples of how research on specific disasters, like floods, has directly led to improved prevention or response measures?', 'What are some concrete examples of how research on specific disasters, like floods, has directly led to improved prevention or response measures?', 8.0, 8.0, 8.0, 8], ['How do you determine which disasters require direct field observation versus which can be effectively modeled or analyzed through historical data alone?', 'How do you determine which disasters require direct field observation versus which can be effectively modeled or analyzed through historical data alone?', 'How do you determine which disasters require direct field observation versus which can be effectively modeled or analyzed through historical data alone?', 'How do you determine which disasters require direct field observation versus which can be effectively modeled or analyzed through historical data alone?', 8.0, 8.0, 8.0, 8], ['What specific types of disasters does Dr. Francis de Souza perceive as particularly relevant or imminent for the country mentioned in her books?', 'What specific types of disasters does Dr. Francis de Souza perceive as particularly relevant or imminent for the country mentioned in her books?', 'What specific types of disasters does Dr. Francis de Souza perceive as particularly relevant or imminent for the country mentioned in her books?', 'What specific types of disasters does Dr. Francis de Souza perceive as particularly relevant or imminent for the country mentioned in her books?', 8.0, 8.0, 8.0, 8], ['*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', 8.0, 8.0, 8.0, 8], ['*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', '*   What is the relationship between the impact of disasters on individuals and the large-scale societal or national-level consequences?', 8.0, 8.0, 8.0, 8], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0]] 
Mario/deepseek/sheet_38_annotations_JAKIMOSKI.csv;4;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['Did you catch a lot of rabbits ?', 'Did you catch a lot of rabbits ?', 'Did you catch a lot of rabbits ?', 'Did you catch a lot of rabbits ?', 8.0, 8.0, 8.0, 8.0], ['What did you do with the rabbits you caught ?', 'What did you do with the rabbits you caught ?', 'What did you do with the rabbits you caught ?', 'What did you do with the rabbits you caught ?', 8.0, 8.0, 8.0, 8.0]] 
Mario/deepseek/sheet_39_annotations_JAKIMOSKI.csv;3;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ["3. Why did the parent find the child's statement unclear?", "3. Why did the parent find the child's statement unclear?", "3. Why did the parent find the child's statement unclear?", "3. Why did the parent find the child's statement unclear?", 2.0, 2.0, 2.0, 2.0], ['What does the brevity of the response reveal about the strategic management of the Question Under Discussion at this point in the conversation?', 'What does the brevity of the response reveal about the strategic management of the Question Under Discussion at this point in the conversation?', 'What does the brevity of the response reveal about the strategic management of the Question Under Discussion at this point in the conversation?', 'What does the brevity of the response reveal about the strategic management of the Question Under Discussion at this point in the conversation?', 0.0, 0.0, 0.0, 0.0]] 
Mario/deepseek/sheet_50_annotations_JAKIMOSKI.csv;7;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ["What specific aspect of KCEPSUNK's utterance was unclear or ambiguous?", "What specific aspect of KCEPSUNK's utterance was unclear or ambiguous?", "What specific aspect of KCEPSUNK's utterance was unclear or ambiguous?", "What specific aspect of KCEPSUNK's utterance was unclear or ambiguous?", 2.0, 2.0, 2.0, 2.0], ['What was KCEPSUNK likely trying to convey or ask before the utterance became unclear?', 'What was KCEPSUNK likely trying to convey or ask before the utterance became unclear?', 'What was KCEPSUNK likely trying to convey or ask before the utterance became unclear?', 'What was KCEPSUNK likely trying to convey or ask before the utterance became unclear?', 2.0, 2.0, 2.0, 2.0], ['What was the specific nature or content of the unclear action or event itself?', 'What was the specific nature or content of the unclear action or event itself?', 'What was the specific nature or content of the unclear action or event itself?', 'What was the specific nature or content of the unclear action or event itself?', 2.0, 2.0, 2.0, 2.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['What specific aspect of the ongoing conversation (perhaps the mention of Neil, the seafront, or the previous laughter) does PS0EH\'s "Sshh" primarily seek to address or redirect, given the principles of relevance defined by the QUD framework?', 'What specific aspect of the ongoing conversation (perhaps the mention of Neil, the seafront, or the previous laughter) does PS0EH\'s "Sshh" primarily seek to address or redirect, given the principles of relevance defined by the QUD framework?', 'What specific aspect of the ongoing conversation (perhaps the mention of Neil, the seafront, or the previous laughter) does PS0EH\'s "Sshh" primarily seek to address or redirect, given the principles of relevance defined by the QUD framework?', 'What specific aspect of the ongoing conversation (perhaps the mention of Neil, the seafront, or the previous laughter) does PS0EH\'s "Sshh" primarily seek to address or redirect, given the principles of relevance defined by the QUD framework?', 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0]] 
Mario/deepseek/sheet_7_annotations_JAKIMOSKI.csv;11;[[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ["PS1VH: Oh I 'm sorry dear .", "PS1VH: Oh I 'm sorry dear .", "PS1VH: Oh I 'm sorry dear .", "PS1VH: Oh I 'm sorry dear .", 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['PS1VH: Yeah . ... And after that we have a man called Heg ... Would that be okay for you David ?', 'PS1VH: Yeah . ... And after that we have a man called Heg ... Would that be okay for you David ?', 'PS1VH: Yeah . ... And after that we have a man called Heg ... Would that be okay for you David ?', 'PS1VH: Yeah . ... And after that we have a man called Heg ... Would that be okay for you David ?', 0.0, 0.0, 0.0, 0.0], [nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0], ['3. Considering the QUD framework, where a move must be relevant to the question currently under discussion, how does the vague response "Yeah ." relate to the question about Maria, and what unresolved issue does this leave for the dialogue to progress?', '3. Considering the QUD framework, where a move must be relevant to the question currently under discussion, how does the vague response "Yeah ." relate to the question about Maria, and what unresolved issue does this leave for the dialogue to progress?', '3. Considering the QUD framework, where a move must be relevant to the question currently under discussion, how does the vague response "Yeah ." relate to the question about Maria, and what unresolved issue does this leave for the dialogue to progress?', '3. Considering the QUD framework, where a move must be relevant to the question currently under discussion, how does the vague response "Yeah ." relate to the question about Maria, and what unresolved issue does this leave for the dialogue to progress?', 0.0, 0.0, 0.0, 0.0], ['Could the [unclear] part have been related to a previous unclear point in the casting process or the sketch details?', 'Could the [unclear] part have been related to a previous unclear point in the casting process or the sketch details?', 'Could the [unclear] part have been related to a previous unclear point in the casting process or the sketch details?', 'Could the [unclear] part have been related to a previous unclear point in the casting process or the sketch details?', 2.0, 2.0, 2.0, 2.0], ["What prompted the facilitator's apology and the '[unclear]' marker in their response?", "What prompted the facilitator's apology and the '[unclear]' marker in their response?", "What prompted the facilitator's apology and the '[unclear]' marker in their response?", "What prompted the facilitator's apology and the '[unclear]' marker in their response?", 2.0, 2.0, 2.0, 2.0], ["What is the function or purpose of the '[unclear]' marker in this dialogue, and how does it affect the flow of information?", "What is the function or purpose of the '[unclear]' marker in this dialogue, and how does it affect the flow of information?", "What is the function or purpose of the '[unclear]' marker in this dialogue, and how does it affect the flow of information?", "What is the function or purpose of the '[unclear]' marker in this dialogue, and how does it affect the flow of information?", 2.0, 2.0, 2.0, 2.0], ['Which country is the main source of coffee for the UK market?', 'Which country is the main source of coffee for the UK market?', 'Which country is the main source of coffee for the UK market?', 'Which country is the main source of coffee for the UK market?', 8.0, 8.0, 8.0, 8.0]] 
Mario/gemma/sheet_10_annotations_JAKIMOSKI.csv;4;[['Why is it necessary to file them down?', 'Why is it necessary to file them down?', 'Why is it necessary to file them down?', 'Why is it necessary to file them down?', 8.0, 8.0, 8.0, 8.0], ['What exactly did PS0KY say in response to the comment about the substance being "quite runny"?', 'What exactly did PS0KY say in response to the comment about the substance being "quite runny"?', 'What exactly did PS0KY say in response to the comment about the substance being "quite runny"?', 'What exactly did PS0KY say in response to the comment about the substance being "quite runny"?', 2.0, 2.0, 2.0, 2.0], ['Was PS0KY agreeing with this observation or providing a counter-point?', 'Was PS0KY agreeing with this observation or providing a counter-point?', 'Was PS0KY agreeing with this observation or providing a counter-point?', 'Was PS0KY agreeing with this observation or providing a counter-point?', 2.0, 2.0, 2.0, 2.0], ['Are you aiming for a specific effect, or just experimenting to see what happens?', 'Are you aiming for a specific effect, or just experimenting to see what happens?', 'Are you aiming for a specific effect, or just experimenting to see what happens?', 'Are you aiming for a specific effect, or just experimenting to see what happens?', 8.0, 8.0, 8.0, 8.0]] 
Mario/gemma/sheet_13_annotations_JAKIMOSKI.csv;8;[['If the motivation to maintain this structure is based on these perceived benefits, what would have to change for men to see more value in equality than in dominance?', 'If the motivation to maintain this structure is based on these perceived benefits, what would have to change for men to see more value in equality than in dominance?', 'If the motivation to maintain this structure is based on these perceived benefits, what would have to change for men to see more value in equality than in dominance?', 'If the motivation to maintain this structure is based on these perceived benefits, what would have to change for men to see more value in equality than in dominance?', 8.0, 8.0, 8.0, 8.0], ['Does this evidence of misogyny manifest more in systemic, institutionalized ways or through individual interpersonal behaviors?', 'Does this evidence of misogyny manifest more in systemic, institutionalized ways or through individual interpersonal behaviors?', 'Does this evidence of misogyny manifest more in systemic, institutionalized ways or through individual interpersonal behaviors?', 'Does this evidence of misogyny manifest more in systemic, institutionalized ways or through individual interpersonal behaviors?', 8.0, 8.0, 8.0, 8.0], ["How does the specific nature of this evidence link back to the theory that it is driven by a fear of women's power?", "How does the specific nature of this evidence link back to the theory that it is driven by a fear of women's power?", "How does the specific nature of this evidence link back to the theory that it is driven by a fear of women's power?", "How does the specific nature of this evidence link back to the theory that it is driven by a fear of women's power?", 8.0, 8.0, 8.0, 8.0], ['Since you raised him without a father figure, what specific observations convinced you that these traits were innate rather than influenced by the wider society?', 'Since you raised him without a father figure, what specific observations convinced you that these traits were innate rather than influenced by the wider society?', 'Since you raised him without a father figure, what specific observations convinced you that these traits were innate rather than influenced by the wider society?', 'Since you raised him without a father figure, what specific observations convinced you that these traits were innate rather than influenced by the wider society?', 8.0, 8.0, 8.0, 8.0], ['Why do you think the mother-in-law specifically is the one who "gets the brunt of everything" compared to other female figures?', 'Why do you think the mother-in-law specifically is the one who "gets the brunt of everything" compared to other female figures?', 'Why do you think the mother-in-law specifically is the one who "gets the brunt of everything" compared to other female figures?', 'Why do you think the mother-in-law specifically is the one who "gets the brunt of everything" compared to other female figures?', 8.0, 8.0, 8.0, 8.0], ['Do you believe this dislike is rooted in the specific power dynamics of the family role rather than a general dislike of women?', 'Do you believe this dislike is rooted in the specific power dynamics of the family role rather than a general dislike of women?', 'Do you believe this dislike is rooted in the specific power dynamics of the family role rather than a general dislike of women?', 'Do you believe this dislike is rooted in the specific power dynamics of the family role rather than a general dislike of women?', 8.0, 8.0, 8.0, 8.0], ['Does this tendency to perceive the mother-in-law as always being "wrong" stem from the same societal conditioning and gender roles we were discussing earlier?', 'Does this tendency to perceive the mother-in-law as always being "wrong" stem from the same societal conditioning and gender roles we were discussing earlier?', 'Does this tendency to perceive the mother-in-law as always being "wrong" stem from the same societal conditioning and gender roles we were discussing earlier?', 'Does this tendency to perceive the mother-in-law as always being "wrong" stem from the same societal conditioning and gender roles we were discussing earlier?', 8.0, 8.0, 8.0, 8.0], ["Was there any official appeal or public backlash following the Sheriff's justification?", "Was there any official appeal or public backlash following the Sheriff's justification?", "Was there any official appeal or public backlash following the Sheriff's justification?", "Was there any official appeal or public backlash following the Sheriff's justification?", 8.0, 8.0, 8.0, 8.0]] 
