,question_id,question_text,rating,comment
0,0,"What specific aspect of the previous utterance prompted your ""Mhm"" response?",0.0,
1,0,Could you elaborate on what you found particularly noteworthy in PS2Y5's statement?,0.0,
2,2,Are you seeking clarification on any part of the discussion about the father signing for four years?,4.0,
3,3,What specific circumstances led to your decision to leave school after two years?,8.0,
4,4,How did your father's decision to sign you up for four years influence your educational journey?,8.0,
5,5,What role did your mother play in helping you leave school earlier than planned?,8.0,
6,8,What specific circumstances or events influenced your decision to leave school early?,8.0,
7,8,Did you have particular aspirations or goals that school was preventing you from pursuing?,8.0,
8,8,Were there any personal or family reasons that contributed to your desire to leave school?,8.0,
9,9,How old were you when you took over the business?,8.0,
10,10,How old were you when you started working with Mr.?,8.0,
11,11,How old were you when your family considered you too young for the responsibility?,8.0,
12,12,What specific financial challenges did PS2Y5's father face that made him hesitant about her taking over the shop?,8.0,
13,13,"How did the lack of access to money in the ""old days"" impact PS2Y5's family and her opportunities?",8.0,
14,14,What role did Mr. play in convincing PS2Y5's father that she was capable of managing the shop despite her age?,8.0,
15,15,What specific cultural or regional differences influenced the Welsh people's consumption of fruit compared to the English at that time?,8.0,
16,16,"How did the availability of fruit in Holyhead compare to that in Valley, and what impact did this have on the business?",8.0,
17,17,What strategies did the shop owner employ to manage the differences in fruit consumption between the Welsh and English markets?,8.0,
18,18,What specific trouble did you have with the travellers in Holyhead?,8.0,
19,19,How did the advice from Mr. affect your interactions with the travellers?,8.0,
20,20,Did any particular incidents with the travellers stand out during your time in Holyhead?,8.0,
21,21,What specific issues did you encounter with the fruiterers in Holyhead?,,
22,22,How did the short weight problems with the wholesalers affect your business?,,
23,23,What strategies did you use to manage or resolve the trouble with the travellers and wholesalers?,,
24,24,"What specific aspect of the business were you referring to when you started with ""Was that er,""?",,
25,25,"Could you clarify what you meant by ""Was that er,"" in relation to the previous topic of discussion?",,
26,26,"Were you asking about the success of the fruit and confectionery business or something else when you said ""Was that er,""?",,
27,27,What specific events or factors led to oranges being available only in October for Christmas at that time?,,
28,28,How did the seasonal availability of oranges impact the business operations or customer expectations?,,
29,29,Were there any cultural or traditional reasons why oranges were primarily associated with the Christmas season?,,
30,30,What specific types of Californian fruit were most popular during that time?,,
31,31,How did the availability of Californian fruit compare to other regions' produce?,,
32,32,Were there any particular challenges or advantages in importing Californian fruit back then?,,
33,33,"What exactly prompted the reaction ""Good heavens""?",,
34,34,Were the forty baskets of tomatoes an unusually large or unexpected quantity?,,
35,35,How did the narrator manage to sell or handle the tomatoes so quickly?,,
36,36,What specific details about the tomato allocation process were unclear to you?,,
37,37,How did the change in units affect your business operations during that time?,,
38,38,What strategies did you use to manage the perishable goods like tomatoes during the war?,,
39,39,"What exactly was the location or context of ""where the g where they used to keep his car""?",,
40,40,How did the storage of fifty cases of oranges in that location impact the business operations?,,
41,41,What specific challenges did storing oranges in an unconventional space like that pose during the war?,,
42,42,What specific aspect of the building made the fruit appear nicer to the visitors?,,
43,43,Did the warmth of the building affect the quality or presentation of the fruit in some way?,,
44,44,Were there any particular seasonal factors that influenced the visitors' perception of the fruit?,,
45,45,What specific aspect of the building made the fruit seem nicer to the visitors?,,
46,46,Did the corrugated and wooden structure of the building actually affect the quality or appearance of the fruit?,,
47,47,Were there any other shops or factors that might have influenced the visitors' perception of the fruit quality?,,
48,48,What was the unclear part of PS2Y6's utterance that you couldn't make out?,,
49,49,Could you elaborate on why the building's structure made the fruit seem nicer to visitors?,,
50,50,How did the visitors' perception of the fruit change based on the shop's environment?,,
51,51,What specific types of fruit did you typically keep under-ripe?,,
52,52,How did you determine the optimal level of ripeness for the fruit you sold?,,
53,53,Did you notice any differences in customer preferences based on the ripeness of the fruit?,,
54,54,What specific techniques or methods did you use to create stylish displays of your fruit?,,
55,55,How did the stylish displays of fruit impact your business or customer satisfaction?,,
56,56,"Can you describe any particular challenges or innovations you had to implement to maintain these displays, especially during the war?",,
57,57,What was the unclear part of your utterance that you were referring to?,,
58,58,Could you elaborate on the stylish displays of fruit you mentioned earlier?,,
59,59,How did the alterations to the shop in 1954 impact your business or fruit displays?,,
60,60,What specific picture of the fruit behind the counter are you referring to?,,
61,61,How did the alterations made in 1954 change the display of the fruit behind the counter?,,
62,62,Were there any particular design elements or materials used in the counter display that made the fruit more appealing?,,
63,63,What was the significance of the corrugated iron structure in the context of the shop's history?,,
64,64,How did the corrugated iron design influence the shop's operations or customer experience?,,
65,65,Were there any specific challenges or advantages associated with using corrugated iron for the shop?,,
66,66,"What specific aspect of the corrugated iron bicycle shop are you referring to with ""I see""?",,
67,67,Are you thinking about the window design or the overall structure when you say that?,,
68,68,Did the corrugated iron material influence the shop's functionality in any other way?,,
69,69,What specific incident led to PS2Y5's falls in the shop?,,
70,70,How did PS2Y5 manage to continue working after these falls?,,
71,71,Were there any long-term consequences from these falls?,,
72,72,What kind of business was the cobbler's place?,,
73,73,How long was the cobbler's place in operation?,,
74,74,Did you know the person who ran the cobbler's place?,,
75,75,"What specific aspect of the cobbler's place are you referring to with your ""Yeah""?",,
76,76,Are you confirming the location of the cobbler's place or something else?,,
77,77,"What made you respond with just ""Yeah"" at this point in the conversation?",,
78,78,What specific circumstances or events led to your decision to leave the business?,,
79,79,"Did external factors, such as market changes or personal circumstances, influence your departure?",,
80,80,How did you feel about passing on the business or seeing it continue without your involvement?,,
81,81,What exactly happened to the shop after you left?,,
82,82,Did your brother or his niece have specific reasons for not continuing the business?,,
83,83,How did you feel about the decision to close the shop permanently?,,
84,84,What specific circumstances or opportunities led to the decision to move to Valley Stores?,,
85,85,Were there particular challenges or advantages associated with the first shop that influenced the move?,,
86,86,Did personal or family considerations play a role in the transition to Valley Stores?,,
87,87,"What exactly did you mean by ""we didn't get that then till nineteen fifty""?",,
88,88,Were there any specific challenges or obstacles in getting electricity to your shop?,,
89,89,How did the lack of electricity affect your business operations before 1950?,,
90,90,What kind of Aladdin lamps were used in the shop?,,
91,91,How did the lamps affect the daily operations of the shop?,,
92,92,Were there any safety concerns or incidents related to the use of these lamps?,,
93,93,What was the significance of the ironmongers shop by the station in the old days?,,
94,94,"Who were the other bidders present at the sale of the Co-op, and what were their backgrounds?",,
95,95,How did the presence of a crowd at the sale influence the decision-making process for purchasing the Co-op?,,
96,96,What was the outcome of the bidding process for the Co-op?,,
97,97,Who ultimately won the bid for the Co-op?,,
98,98,How did the bidding process affect PS2Y5's plans for the shop?,,
99,99,What was the unclear part that PS2Y6 intended to communicate?,,
100,100,Could you clarify what PS2Y6 was trying to ask or respond to?,,
101,101,Was PS2Y6 referring to a specific detail in the previous discussion that wasn't captured clearly?,,
102,102,What specific financial circumstances or resources allowed you to pay that amount in cash at the time?,,
103,103,How common was it for small business owners in your community to have such liquidity during that period?,,
104,104,Did the availability of cash influence your negotiation strategy or the terms of the purchase in any way?,,
105,105,What specific financial arrangements did you have in place to pay that amount in cash?,,
106,106,How common was it for individuals to have such substantial sums readily available during that time period?,,
107,107,Did you face any challenges or skepticism from others regarding your ability to pay the full amount upfront?,,
108,108,What specific financial arrangements did you have in place to pay for the shop without borrowing money?,,
109,109,How did you accumulate the necessary funds to make such a significant purchase at that time?,,
110,110,Did your family or previous business experience play a role in your ability to afford the shop outright?,,
111,111,"What specific details did PS2Y5 share with his father about the purchase that made him ""lucky""?",,
