,question_id,question_text,rating,comment
0,0,What specific memories or stories about Pharay did she cherish the most?,8.0,
1,0,How did using spy glasses enhance her connection to Pharay in her later years?,8.0,
2,2,What made the people of Pharay particularly special to her?,8.0,
3,3,What specific amusements did the children make for themselves in Pharay?,8.0,
4,4,How did the knitting and yarn sessions contribute to the social life in Pharay?,8.0,
5,5,Were there any particular games or activities that were unique to Pharay during that time?,8.0,
6,8,What specific time period are we referring to when discussing the size of the school?,0.0,
7,8,Were there any notable events or changes in the school's size or structure during the time your mother attended?,8.0,
8,8,How did the small size of the school impact the educational experience or community dynamics in Pharay?,8.0,
9,9,What was the significance of the North House in Pharay?,8.0,
10,10,How did the North House compare to other houses in the area?,8.0,
11,11,What memories or stories did your mother share about living in the North House?,8.0,
12,12,What kind of supplies did the floating shop provide to the people of Pharay?,8.0,
13,13,How did the floating shop operate in terms of logistics and navigation around the island?,8.0,
14,14,Were there any specific items or goods that were particularly important or valuable to the community from the floating shop?,8.0,
15,15,What specific aspects of life in Pharay did she love the most?,8.0,
16,16,Can you share any particular stories or memories she cherished from her time there?,8.0,
17,17,Did she ever express any challenges or difficulties she faced while living in Pharay?,8.0,
18,18,What specific memories or experiences from Stromness have made you want to spend your entire life there?,8.0,
19,19,Have there been any particular challenges or hardships in Stromness that you've had to overcome during your life?,8.0,
20,20,What do you think will be the most memorable part of your life in Stromness as you look back on it?,8.0,
21,21,What specific aspects of Stromness did you find most memorable from your childhood?,,
22,22,How did Stromness compare to Pharay in terms of lifestyle and community when you were young?,,
23,23,Were there any significant changes in Stromness during your lifetime that you noticed?,,
24,24,What kind of work did your mother do during the herring fishing season?,,
25,25,How did the herring fishing industry impact the community where your mother lived?,,
26,26,Did your mother share any specific stories or memories about her experiences with the herring fishing?,,
27,27,"What exactly did your mother mean by ""walk across""?",,
28,28,Was she referring to a specific location or event during the herring fishing season?,,
29,29,How did the boats being tightly packed relate to her ability to walk across?,,
30,30,What specific type of white fish was commonly caught during the herring fishing season?,,
31,31,How did the processing of white fish differ from that of herring in Stromness?,,
32,32,Were there any particular challenges or dangers associated with catching white fish that weren't mentioned for herring?,,
33,33,What specific methods or techniques were used in processing the white fish?,,
34,34,How did the processing of white fish differ from that of herring?,,
35,35,Were there any seasonal variations in the processing activities?,,
36,36,What specific arrangements did the fisherman have with the owner of the fish curing station?,,
37,37,How did the fisherman get compensated for their work?,,
38,38,Were there any particular seasons or times of the year when the fish curing station was most active?,,
39,39,What specific methods or techniques were used to cure the salt fish?,,
40,40,How long did the curing process typically take?,,
41,41,Were there any particular tools or equipment used in the curing process?,,
42,42,"What exactly made the conditions in the Hens ""awful bad""?",,
43,43,Were there specific health or safety hazards associated with working in the Hens?,,
44,44,How did the local community view or address the challenging conditions in the Hens?,,
45,45,What exactly was unclear in your previous statement?,,
46,46,Could you clarify what aspect of the conversation you were referring to?,,
47,47,Were you asking a question or making a statement that got cut off?,,
48,48,What specific types of fish were primarily processed at the Hens?,,
49,49,How did the transportation of fish to the curing station at the Hens work?,,
50,50,Were there any seasonal variations in the fishing or processing activities at the Hens?,,
51,51,What time did their workday typically start?,,
52,52,Were there any breaks or rest periods during their workday?,,
53,53,How late did they usually work into the evening?,,
54,54,What specific tasks did your mother perform at the white fish station?,,
55,55,How long did your mother typically work each day at the station?,,
56,56,Were there any particular challenges or hazards your mother faced while working there?,,
57,57,What kind of crew or personnel were typically aboard a zeppelin during that time?,,
58,58,Were there any notable incidents or attacks involving that specific zeppelin?,,
59,59,How did the local community react to the sighting of the zeppelin?,,
60,60,What was the purpose of the Zeppelin's flight over Ness?,,
61,61,Were there any specific targets or objectives mentioned by your mother?,,
62,62,Did the Zeppelin cause any damage or disruption in the area?,,
63,63,What specific role did the British warships play in the Flow during the first part of the war?,,
64,64,How did the presence of British warships in the Flow affect the local population or infrastructure in Orkney?,,
65,65,Were there any notable incidents or engagements involving the British warships in the Flow that you recall?,,
66,66,What specific details or narratives were included in the lessons about the war?,,
67,67,How did the teachers present the information about the war to the children?,,
68,68,Were there any particular events or aspects of the war that were emphasized or downplayed in the school curriculum?,,
69,69,What specific German ships were you taken to see?,,
70,70,How did the capture of these ships impact your community?,,
71,71,Were there any restrictions or changes in your daily life after the capture?,,
72,72,What specific signs or warnings were there that might have indicated what was happening?,,
73,73,How did the adults or authorities react to the situation while it was unfolding?,,
74,74,Were there any attempts to communicate with the Germans or understand their actions during the event?,,
75,75,What specific actions of the Germans made you feel frightened?,,
76,76,Did the sight of the Germans in distress evoke any particular emotions beyond fear?,,
77,77,How did the presence of Germans in such a vulnerable state contrast with your previous perceptions of them?,,
78,78,What specific actions or behaviors of the Germans were you afraid of witnessing?,,
79,79,Did your fear of the Germans stem from something you had heard or seen before that day?,,
80,80,How did your perception of the Germans change after witnessing their surrender?,,
81,81,What specific events or actions made you think the Germans were bad?,,
82,82,How did your family or community influence your perception of the Germans during the war?,,
83,83,Did your fear of the Germans change over time as you learned more about the war?,,
84,84,What specific battery were you living near during the last war?,,
85,85,How old were you when these events with the searchlights and bullets happened?,,
86,86,What measures did your family take to protect yourselves during the air raids?,,
87,87,What specific type of battery was near your home during the war?,,
88,88,How close was the German plane when the searchlight entered your window?,,
89,89,Did the bullets ricocheting off the roof cause any damage to your home?,,
90,90,What specific types of warnings were you referring to?,,
91,91,How did the warnings affect daily life in your community?,,
92,92,Can you describe any particularly memorable air raid events from that time?,,
93,93,What specific obligations or regulations were in place for households taking in troops during wartime?,,
94,94,How did the presence of troops in private homes impact daily life and family dynamics?,,
95,95,Were there any notable interactions or stories involving the troops billeted in your home?,,
96,96,"What kind of ""pictures"" did you enjoy during that time?",,
97,97,"Could you describe what a ""mess do"" or a ""mess dos"" entailed?",,
98,98,"What made the wartime social life feel particularly ""gay"" or lively to you?",,
