,question_id,question_text,rating,comment
0,0,Why is it important that no one's names are on there?,8.0,
1,0,What are the implications of Bet's name not being included?,8.0,
2,2,How does the removal of names affect the context or purpose of the tapes?,8.0,
3,3,What was the unclear part in PS04D's utterance?,2.0,
4,4,What was PS04D trying to ask or clarify with this utterance?,2.0,
5,5,What context or information was missing that led to the unclear part in PS04D's utterance?,2.0,
6,8,What exactly needs to be filled out?,8.0,
7,8,Who is responsible for ensuring this is completed?,8.0,
8,8,Is there a deadline for filling this out?,5.0,
9,9,What was the unclear part that PS04B said?,2.0,
10,10,Could the unclear part be related to the previous discussion about names not being mentioned?,2.0,
11,11,Is there a specific reason why PS04B's utterance was unclear at this point in the conversation?,2.0,
12,12,What was the unclear utterance that KBEPSUNK made?,2.0,
13,13,Could the unclear utterance be related to the previous discussion about names and tapes?,2.0,
14,14,"Was KBEPSUNK attempting to clarify or add to the conversation, or was it an unintentional interruption?",2.0,
15,15,What kind of shock did she get?,8.0,
16,16,What caused the shock?,8.0,
17,17,Why is the shock relevant to the current discussion?,8.0,
18,18,What specific events or activities are being recorded over the course of this week?,8.0,
19,19,Why is it necessary to document this information for a week?,3.0,
20,20,Who is the intended recipient or purpose of this weekly documentation?,3.0,
21,21,"What does ""it"" refer to in the utterance?",,
22,22,Why would she need to bring it over her coffee in the morning?,,
23,23,Who is the intended recipient of the item being brought over?,,
24,24,What specific actions are being referred to in the context of the conversation?,,
25,25,How are the relationships (stranger or colleague) determined or relevant to the situation?,,
26,26,Why is it important to distinguish between strangers and colleagues in this context?,,
27,27,What prompted the question about swearing in the first place?,,
28,28,"What is the significance of the mention of ""coffee in the morning"" earlier in the conversation?",,
29,29,Why does the speaker seem defensive about not saying a word?,,
30,30,"What does ""No"" refer to in PS04G's utterance?",,
31,31,"Is PS04G contradicting PS04C's statement about Rose being ""all right""?",,
32,32,What specific concern or issue is PS04G implying with their response?,,
33,33,What specific types of interactions with neighbors are being referred to?,,
34,34,Are there any particular incidents or situations involving neighbors that are relevant here?,,
35,35,How do the relationships with friends differ from those with neighbors in this context?,,
36,36,What exactly is she supposed to put down about being a granny or?,,
37,37,Is there a specific form or section she's referring to?,,
38,38,Why is the distinction between being a granny or something else important in this context?,,
39,39,"What specific behavior or action is being referred to when you say ""he'd do it all the more""?",,
40,40,"Who is the ""he"" being discussed, and what is his relationship to the situation?",,
