question_id,question_text,rating,comment
0,"When did you return to Ipswich after your work experience elsewhere?",8,""
1,"What type of work did you find most fulfilling during your time on the dredger?",8,""
2,"How many years did you work at Ipswich Docks overall?",8,""
3,"How long did you work on the dredger before transitioning to other roles?",4,""
4,"What factors influenced your decision to work six consecutive days at the dredger?",8,""
5,"Can you describe the physical demands of your role as a turnboy on the dredger?",8,""
6,"What specific duties did the dredger turnboy role entail during the workweek?",8,""
7,"Can you specify the typical daily schedule and break times during your dredger shift?",8,""
8,"How many dredging projects were you assigned to during your tenure at Ipswich Docks?",8,""
9,"What specific location is being referred to as the ""bottom of opposite the""?",0,""
10,"How did the speaker end up at that specific location during their employment at Ipswich Docks?",8,""
11,"Could you clarify the meaning of ""opposite the"" in relation to the described location?",0,""
12,"What was the specific month and year of your birth?",7,""
13,"How did you secure the turnboy position on the dredger at age thirty?",,""
14,"Can you describe the daily tasks and working conditions of that role?",,""
15,"Where was your childhood home located relative to Ipswich Docks?",,""
16,"What were the main features of the neighbourhood you lived in during early childhood?",,""
17,"Can you describe a typical day in your early childhood neighborhood?",,""
18,"When did you typically walk to and from school in your early years?",,""
19,"How far did you usually wander from your home as a child?",,""
20,"What specific places or activities did you enjoy most while roaming?",,""
21,"When did the houses in that area get built or demolished?",,""
22,"What occupations did the people living in those houses typically have?",,""
23,"What happened to the fields that were mentioned as surrounding the houses?",,""
24,"What specific types of dwellings existed in your early childhood area?",,""
25,"Did the proximity of any houses influence your daily activities as a child?",,""
26,"How long did your family remain in that particular neighborhood after you were born?",,""
27,"When was the estate construction started?",,""
28,"Who was responsible for building the estate?",,""
29,"What was the estimated duration of the construction work?",,""
30,"What was the name of the estate they started building at the time you were recalling?",,""
31,"When exactly did they begin constructing the houses in this area, and were they completed?",,""
32,"What was the connection between the estate and the fields you mentioned in your early childhood?",,""
33,"What caused the cough?",,""
34,"Which specific estate does PS22D refer to as ""this estate""?",,""
35,"When exactly was the estate construction noted by PS22D?",,""
36,"Why was the Old Plantation called that before the houses were built?",,""
37,"What does the phrase ""the Old Plantation that 's when the first houses were built"" specifically refer to?",,""
38,"What was the original purpose of the Old Plantation before becoming a residential area?",,""
39,"What specific features did the Old Plantation estate have when the houses were first built?",,""
40,"How did the residents of the Old Plantation manage common ground compared to other areas?",,""
41,"What distinctions existed between council houses and private houses in the Old Plantation?",,""
42,"What specific river were you referring to?",,""
43,"Could you describe how the fields connected to the river?",,""
44,"Was there a particular landmark marking the river's edge in that area?",,""
45,"What activities did you typically do during these camping trips?",,""
46,"What was the maximum duration you could camp on the site without needing to move?",,""
47,"How did you manage daily necessities like sanitation during these extended stays?",,""
48,"What specific historical period or decade did ""Old Plantation"" originate from?",,""
49,"To what extent did the council house residents in Old Plantation interact with the original farm fields before development?",,""
50,"What is the precise location or geographic feature referred to by ""the [unclear] of what they call, that we call the""?",2,""
51,"What specific criteria determined the duration of a week for the camping permit?",,""
52,"What distinguishes the ""private houses"" and ""council houses"" within the Old Plantation estate, and how did this boundary shift over time?",,""
53,"How did the process and timing for obtaining a camping permit in the Old Plantation area evolve during the period of use?",,""
54,"When exactly did this camping occur?",,""
55,"What specific permit process was required for the river camping?",,""
56,"What factors made school holidays the time when camping was permitted?",,""
57,"Was the summer camp period particularly busy at this location?",,""
58,"Did you face any restrictions on where you could set up tents during the camping period?",,""
59,"How did you secure the necessary permits for camping in the river-adjacent area?",,""
60,"What other school holidays did you have?",,""
61,"Did you have any additional school holidays besides the month-long summer break?",,""
62,"Were your other school holidays similar to the month-long summer holiday you described?",,""
63,"What was the total duration of your school holidays?",,""
64,"What activities did you engage in during the month-long school holidays?",,""
65,"How often did you visit the Old Plantation area during the school holidays?",,""
66,"How did you manage the camping permit process?",,""
67,"Did you have to pay any fees for the camping?",,""
68,"What kind of specific spots along the river were most popular?",,""
69,"What type of crops were you harvesting during the school holidays?",,""
70,"When did you typically start the harvesting season in relation to the holidays?",,""
71,"How did you balance the work involved in harvesting with the limited camping time?",,""
72,"What was the typical duration of a horseback ride you would get while holidaying here?",,""
73,"What specific types of terrain or scenery would you see when riding the horses during your holidays?",,""
74,"How did you determine whether you would have enough time or opportunity to go horseback riding during your school holidays?",,""
75,"Why didn't the farmer object to kids camping with makeshift tents?",,""
76,"What was the typical duration of these camping trips beyond the one-week stay?",,""
77,"Did the farmer ever require payment or specific conditions for using his land?",,""
78,"What specific strategies did you use to catch the rabbits during your holidays?",,""
79,"Were the rabbits caught by setting traps or by hand?",,""
80,"How did you transport or store the caught rabbits for later consumption?",,""
81,"What specific rule prevented you from keeping the caught rabbits",7,""
82,"How did the farmer react when he found out you were catching rabbits",8,""
83,"What happened to the rabbits after you caught them all",8,""
84,"When did you first start catching rabbits in the harvest fields?",8,""
85,"What kinds of consequences occurred if the farm laborers didn't adhere to the rabbit quota?",8,""
