,question_id,question_text,rating,comment
0,0,What specific day in May are you referring to?,8.0,
1,0,Why is that particular day significant?,8.0,
2,2,What happens on that other day that makes it different?,8.0,
3,3,What was the unclear part of KPYPSUGP's utterance?,2.0,
4,4,Could you clarify what KPYPSUGP meant by the unclear statement?,2.0,
5,5,Was KPYPSUGP referring to a specific event or detail that wasn't mentioned earlier?,0.0,
6,8,What was the unclear part that KPYPSUGP mentioned?,2.0,
7,8,Could you clarify what KPYPSUGP was trying to say?,2.0,
8,8,Was KPYPSUGP referring to a specific topic discussed earlier?,0.0,
9,9,"What does ""oh Sarah"" imply in this context?",4.0,
10,10,"Why did PS58Y suddenly address someone as ""Sarah""?",3.0,
11,11,"What connection does ""Sarah"" have to the previous discussion about school schedules and bank holidays?",3.0,
12,12,"What is the specific topic or referent that ""what is"" is inquiring about?",8.0,
13,13,"Could ""what is"" be referring to an earlier unclear utterance that was not properly resolved?",8.0,
14,14,Is there a particular word or concept from the previous discussion that PS591 is seeking clarification on?,4.0,
15,15,"What does ""accost"" mean in this context?",4.0,
16,16,"Are you asking about the spelling or the definition of ""accost""?",8.0,
17,17,"Why is the word ""accost"" relevant to the previous discussion about school schedules and bank holidays?",8.0,
18,18,"What does ""ACOSTIRX"" refer to in this context?",4.0,
19,19,"Is ""ACOSTIRX"" a typo or an abbreviation for something specific?",4.0,
20,20,"Why is PS591 spelling out ""ACOSTIRX"" instead of just saying the word?",4.0,
21,21,Why is Sarah coming home early tomorrow?,8.0,
22,22,What specific reason or event is causing Sarah to leave early?,,
23,23,Is this early departure a regular occurrence or a one-time exception?,,
24,24,What specific event or reason is causing the school to have a half day on Wednesday?,,
25,25,"Why are only periods one and two being canceled, and not the entire day?",,
26,26,Is this a regular occurrence or a one-time exception due to a particular circumstance?,,
27,27,"What specific information or realization prompted the utterance ""oh""?",,
28,28,Was there a sudden understanding or change in perspective that led to this response?,,
29,29,What was the exact context or preceding statement that caused this reaction?,,
30,30,"What does ""Teterous"" refer to?",,
31,31,"Why is KPYPSUNK mentioning ""Teterous"" in this context?",,
32,32,"How is ""Teterous"" related to Brent Cross?",,
33,33,What exactly is a Sorous?,,
34,34,Why did the topic of Sorous come up in this conversation?,,
35,35,How does the Sorous relate to the earlier discussion about days off and exams?,,
36,36,"Who is ""she"" being referred to in this context?",,
37,37,What is the significance of being in a different year?,,
38,38,How does being in a different year affect the situation being discussed?,,
39,39,What was the unclear utterance that KPYPSUGP made?,,
40,40,Could the unclear utterance be related to the previous topic about Mary's son?,,
41,41,Was KPYPSUGP trying to ask a question or provide an answer in the unclear utterance?,,
42,42,"What specific aspect of the English exam at the end of year eight makes it ""alright""?",,
43,43,Is there a particular reason why the English exam being at the end of year eight is considered acceptable?,,
44,44,"What does ""that's alright"" imply about the speaker's expectations or concerns regarding the exam?",,
45,45,What specific situation or statement prompted the laughter?,,
46,46,"Is the laughter indicative of agreement, disagreement, or something else?",,
47,47,Could the laughter be a reaction to an unspoken thought or inside joke?,,
48,48,What kind of careers event is being referred to?,,
49,49,When is this careers event scheduled to take place?,,
50,50,What is the purpose or goal of this careers event?,,
51,51,"What exactly makes the oral presentations ""alright""?",,
52,52,Are there specific criteria or standards for these presentations that make them acceptable?,,
53,53,How do the oral presentations fit into the overall exam structure and grading?,,
54,54,Why do you dislike doing speeches?,,
55,55,What specific aspects of giving speeches make you uncomfortable?,,
56,56,Have you had any negative experiences with speeches in the past?,,
57,57,What specific situations make you feel shy during speeches?,,
58,58,How long have you felt this way about public speaking?,,
59,59,Do you have any strategies to help you overcome your shyness when giving talks?,,
60,60,What was the unclear utterance that KPYPSUGP made?,,
61,61,Could the unclear utterance be related to the previous topic of oral presentations?,,
62,62,Was KPYPSUGP attempting to answer or ask a question that was unclear?,,
63,63,What specific reason makes you come home early on Wednesdays?,,
64,64,How does the extra time for the French test impact your decision to go to school?,,
65,65,Are there any other activities or commitments on Wednesdays that influence your school attendance?,,
66,66,What specific reason do you have for considering not going to school on Wednesday morning?,,
67,67,How does your schedule on Wednesday morning typically differ from other days?,,
68,68,Are there any particular activities or commitments that make Wednesday morning more convenient for you to have off?,,
69,69,Who is PS591 addressing with this utterance?,,
70,70,What is the physical context or situation that led to this statement?,,
71,71,Why does PS591 feel the need to ask the other person to keep still?,,
72,72,What specific event or activity is scheduled for Wednesday morning?,,
73,73,Why is there a possibility of going in after lunch instead of the morning?,,
74,74,What is the purpose or subject of the one period scheduled on Wednesday morning?,,
75,75,"What does ""break"" refer to in this context?",,
76,76,Is there a specific reason why they go in after break instead of earlier?,,
77,77,How does this schedule change affect the rest of their day or activities?,,
78,78,What specific subject or activity is scheduled for Wednesday?,,
79,79,Are there any changes or exceptions to the usual Wednesday schedule?,,
80,80,Who is responsible for organizing or leading the activities on Wednesday?,,
81,81,What specific event or activity is dependent on the weather tomorrow?,,
82,82,Why is the weather condition important for Wednesday's schedule?,,
83,83,What is the plan if it is not raining tomorrow?,,
84,84,"What specific subject or topic is being referred to with ""you've got""?",,
85,85,Is this related to a scheduled event or assignment on Wednesday?,,
86,86,"What is the expected outcome or action associated with what ""you've got""?",,
87,87,What was the unclear utterance that KPYPSUGP intended to convey?,,
88,88,Could the unclear utterance be related to the schedule or activities on Wednesday?,,
89,89,Was KPYPSUGP attempting to clarify or ask a question about the previous discussion?,,
90,90,"What specific context or topic was the ""yeah"" responding to?",,
91,91,Was there a preceding question or statement that prompted this affirmation?,,
92,92,"How does this ""yeah"" contribute to the ongoing discussion about Wednesday's schedule?",,
93,93,Why don't you like the library?,,
94,94,What specifically about the library do you dislike?,,
95,95,Has your opinion about the library changed over time?,,
96,96,What specific changes were made to the library?,,
97,97,Why did they decide to make those changes?,,
98,98,How do those changes affect your experience in the library?,,
99,99,What specific aspect of the library did you like?,,
100,100,Was there something particular that made you enjoy the library?,,
101,101,Did your opinion of the library change over time?,,
