,question_id,question_text,rating,comment
0,0,What specific aspect of the previous conversation did you understand?,3.0,
1,0,"Why did you say ""Oh, I see"" at this particular moment?",3.0,
2,2,What was the main point you were trying to acknowledge or confirm with that response?,3.0,
3,3,Where exactly in Needham Market were you born?,5.0,
4,4,What was the time period when you were born there?,5.0,
5,5,Did you spend your entire childhood in Needham Market?,8.0,
6,8,"What do you mean by ""let's say""?",3.0,
7,8,Are you suggesting that might not be the case?,5.0,
8,8,How does that relate to the topic of where you were born?,3.0,
9,9,"What do you mean by ""without act"" in this context?",0.0,
10,10,Are you suggesting that the location should remain implicit for a specific reason?,8.0,
11,11,How does this approach of not explicitly stating the location contribute to the conversation?,3.0,
12,12,"What do you mean by ""that"" in ""You don't often get that nowadays""?",0.0,
13,13,Are you referring to a specific practice or situation related to being born in the same house you live in?,5.0,
14,14,"How has this changed over time, and why do you think it's less common nowadays?",8.0,
15,15,What specific criteria make you think I'm one of the oldest residents in Needham Market?,8.0,
16,16,How long have you lived in Needham Market to form that impression about my age?,8.0,
17,17,Are there any particular events or changes in Needham Market that you associate with my lifetime here?,3.0,
18,18,What exactly is being recorded in this conversation?,4.0,
19,19,Is the recording something that PS22H is concerned about?,0.0,
20,20,What might be the implications of this recording being made public?,,
21,21,What specific aspects of being quiet and having young neighbors are you most content with?,,
22,22,How has your preference for quiet influenced your interactions with your neighbors over time?,,
23,23,Are there any particular moments or events that have strengthened your desire to maintain a quiet lifestyle?,,
24,24,"What specific aspects of the ""strange world"" do you find most unusual?",,
25,25,How has the strangeness of the world affected your daily life or interactions?,,
26,26,What changes have you noticed in the world that contribute to this strangeness?,,
27,27,What profession did your father have?,,
28,28,Did your father work in the same place where you were born?,,
29,29,How did your father's work influence your upbringing or your family's life?,,
30,30,What kind of shoemaking did your father specialize in?,,
31,31,How did your father's profession influence your upbringing or the community?,,
32,32,Did your father pass down his shoemaking skills to you or any other family members?,,
33,33,What specific event or tradition do you go to every year?,,
34,34,How did your husband feel about your father's condition and the situation at home?,,
35,35,"What made you decide to keep your age private, given the context of your family history?",,
36,36,What specific incident involving an old lady being assaulted did you hear about yesterday?,,
37,37,How common are such break-ins and assaults in this area?,,
38,38,What measures have you taken to ensure your safety given these concerns?,,
39,39,What specific church in Needham did your father sing in?,,
40,40,How long was your father part of the church choir?,,
41,41,Did your father's involvement in the church choir influence your upbringing or values in any particular way?,,
42,42,What kind of music did the choir typically sing in the church?,,
43,43,How did the choir members prepare for their performances without a band?,,
44,44,Were there any specific traditions or rituals associated with the choir's performances in the church?,,
45,45,What specific memories or events made your life wonderful?,,
46,46,Did you have any particular hobbies or activities that contributed to your wonderful life?,,
47,47,How did the community in Needham change over the years you lived there?,,
48,48,What specific subjects or areas did the scholarship exam cover?,,
49,49,"How did you prepare for the scholarship exam, and did your school provide any support?",,
50,50,What opportunities or educational paths did passing the scholarship open up for you?,,
51,51,What specific parts of school did you enjoy the most?,,
52,52,What aspects of school did you find challenging or unenjoyable?,,
53,53,How did your experiences at Stowmarket School compare to your earlier education?,,
54,54,What specific notes did PS22H want to read?,,
55,55,What was the context or topic of the notes PS22H mentioned?,,
56,56,How did the notes relate to the conversation about working for the Railway Company?,,
57,57,What prompted PS22G to laugh at that specific moment?,,
58,58,Was PS22G's laughter a reaction to something PS22H said or implied?,,
59,59,Could the laughter indicate a shared understanding or inside joke between the speakers?,,
60,60,What specific aspect of your eyesight concerns you the most when writing or reading?,,
61,61,How long have you been experiencing difficulties with your eyesight?,,
62,62,Did you consult a specialist about your eyesight issues?,,
63,63,What was the unclear part of PS22G's utterance?,,
64,64,Was PS22G attempting to ask a question or provide a response?,,
65,65,How might the unclear utterance relate to the previous discussion about PS22H's eyesight?,,
66,66,What exactly were you trying to see without your magnifying glass?,,
67,67,How long have you been relying on a magnifying glass for reading?,,
68,68,Did your vision problems affect your daily activities or work in any significant way?,,
69,69,What specific aspect of your vision impairment led you to rely on a magnifying glass?,,
70,70,How long have you been experiencing difficulties with your vision?,,
71,71,Did your vision impairment affect your ability to read or write before you started using a magnifying glass?,,
72,72,What specific details about the single needle telegraph instrument were you referring to?,,
73,73,How did you first encounter or learn about Morse code?,,
74,74,Were there any particular challenges or interesting aspects of using Morse code in your railway work?,,
75,75,What specifically prompted the laughter in PS22G's response?,,
76,76,Was the laughter a reaction to the content of the previous utterance or something else?,,
77,77,Could the laughter indicate a shared understanding or inside joke between the speakers?,,
78,78,What specific aspects of the narrative were you particularly interested in hearing more about?,,
79,79,How did the details about the single needle telegraph instrument and Morse code capture your attention?,,
80,80,Were you looking for more personal anecdotes or more technical details about the railway work?,,
81,81,What specific hours did your early and late turns entail?,,
82,82,How did the early and late turns differ in terms of responsibilities or workload?,,
83,83,"Did you have a preference between the early and late turns, and if so, why?",,
84,84,What time did your early shifts start?,,
85,85,Did you have a fixed schedule for your early and late turns?,,
86,86,How did the early and late turns compare in terms of workload or responsibilities?,,
87,87,What specific aspect of the recording was PS22H concerned about?,,
88,88,How did PS22G's reassurance influence PS22H's narrative flow?,,
89,89,Were there any implicit rules or expectations about the recording that were not explicitly stated?,,
90,90,What exactly needs to be sorted out later?,,
91,91,How will the sorting out process be conducted?,,
92,92,Why is there a need to sort things out later?,,
93,93,What specific old age pension scheme were you referring to?,,
94,94,How did the introduction of old age pensions impact your work at the Post Office?,,
95,95,Did the old age pension system change during the time you worked at the Post Office?,,
96,96,What specific year did the old age pension come into effect?,,
97,97,Did the old age pension system have any particular eligibility criteria during that time?,,
98,98,How did the introduction of the old age pension impact the local community or your family?,,
99,99,What was the average weekly income for a working-class family during that time period?,,
100,100,How did the cost of living compare to the old age pension at that time?,,
101,101,Were there any additional benefits or support systems available for elderly individuals beyond the pension?,,
102,102,What specific details about the old age pension system were you referring to?,,
103,103,How did the transition from railway work to the Post Office impact your daily routine?,,
104,104,Can you share more about the responsibilities you had at the Post Office compared to the railway station?,,
105,105,What specific types of food or refreshments were typically prepared for the trains?,,
106,106,How were the refreshments distributed or managed across the different stations?,,
107,107,Were there any particular challenges or logistical considerations in preparing food for multiple trains and stations?,,
108,108,What specific tasks did you handle in the Catering Manager's office?,,
109,109,Did the Railway Company rehire many girls after the war?,,
110,110,How did the transition from the Post Office back to the Railway Company happen?,,
111,111,What specific tasks did you handle in the Catering Manager's office at Ipswich Station?,,
112,112,How did the Manager's daily visits to the refreshment rooms influence your office work?,,
113,113,Were there any particular challenges or notable experiences during your time in the Catering Manager's office?,,
114,114,What specific evening classes did you attend to learn Pitman's Shorthand?,,
115,115,How did learning Pitman's Shorthand benefit your career at Ipswich Station?,,
116,116,Did you continue using Pitman's Shorthand in your subsequent roles after leaving Ipswich Station?,,
117,117,What specific types of staff were using the canteen you mentioned?,,
118,118,How did the staff catering differ from the regular dining services at the station?,,
119,119,Were there any notable events or changes in the staff catering during your time at Ipswich Station?,,
120,120,What kind of important people visited the dining room at Ipswich Station?,,
121,121,Were there any specific events or occasions that brought notable figures to the dining room?,,
122,122,How did the presence of important individuals affect the usual operations or atmosphere of the dining room?,,
123,123,What specific railway staff would dine in that dining room?,,
124,124,Were there any notable figures or regulars among the railway staff who frequented the dining room?,,
125,125,How did the dining arrangements for staff differ from those for regular passengers?,,
126,126,"What kind of ""ordinary customers"" frequented the dining room at Ipswich Station?",,
127,127,Were there specific types of meals or services offered to these customers?,,
128,128,How did the dining room at Ipswich Station compare to similar facilities at other railway stations?,,
129,129,What specific services or amenities were available in the dining room at the station?,,
130,130,How did the dining room at the station differ from other catering services in the area?,,
131,131,Were there any notable events or regular customers that frequented the dining room at the station?,,
132,132,What specific changes have been made to the dining room at Ipswich Station over the years?,,
133,133,How did the transition from a full dining room to a cafe impact the station's operations or customer experience?,,
134,134,Were there any notable events or decisions that led to the dining room being replaced by a cafe?,,
