,question_id,question_text,rating,comment
0,0,"Who is being referred to as ""they""?",8.0,
1,0,"What is the significance of addressing someone as ""squire""?",5.0,
2,2,"Where are ""they"" on their way from or to?",8.0,
3,3,What specific safety concerns are you referring to with these houses?,8.0,
4,4,Have there been previous incidents that make you say they're not safe?,8.0,
5,5,What measures could be taken to improve the safety of these houses?,8.0,
6,8,"What is the specific danger or issue being referred to as ""that""?",8.0,
7,8,"Why does the speaker believe the houses are not safe with ""that"" present?",3.0,
8,8,"What is the nature of ""that"" and how does it relate to the previous discussion about fire safety?",8.0,
9,9,"What does ""go smokeless"" specifically refer to in this context?",8.0,
10,10,Why is going smokeless considered necessary or important here?,8.0,
11,11,"Who is the ""you"" being addressed in this statement?",4.0,
12,12,"Who is ""they"" referring to in the statement ""they're not changing anything""?",4.0,"in general, the government? "
13,13,"What specific changes or actions are being referred to that ""they"" are not implementing?",8.0,
14,14,Why is the lack of change considered significant or problematic in this context?,8.0,
15,15,"What exactly is being referred to by ""you never do""?",4.0,
16,16,Is this a general statement or directed at someone specific in the conversation?,4.0,
17,17,What is the context or previous discussion that led to this statement?,4.0,
18,18,"What exactly prompted PS0J1 to exclaim ""Oh crikey!"" at that moment?",4.0,
19,19,Is there a specific concern or realization that led to this reaction?,4.0,
20,20,Are there any underlying assumptions or shared knowledge between the speakers that this exclamation refers to?,4.0,
21,21,What exactly is the current state of the flames?,,
22,22,Are the flames posing an immediate danger to the people or the houses?,,
23,23,What caused the flames to appear or worsen in this situation?,,
24,24,What exactly is the current state of the flames?,,
25,25,How can we determine whether the situation is improving or worsening?,,
26,26,What actions should be taken based on the current state of the flames?,,
27,27,"Who is ""she"" that PS0J7 is referring to?",,
28,28,"What was the context of the conversation between PS0J7 and ""she""?",,
29,29,Why did PS0J7 laugh after mentioning this interaction?,,
30,30,What kind of dog is being referred to?,,
31,31,Why is the dog suddenly being mentioned in this context?,,
32,32,What is the significance or role of the dog in the current situation?,,
33,33,"What prompted PS0J7 to say ""Ah!"" at that moment?",,
34,34,Was PS0J7 reacting to something specific that was said or implied in the previous utterance?,,
35,35,"Could ""Ah!"" indicate agreement, realization, or something else in this context?",,
36,36,"What specific aspect of ""da dad yesterday"" is PS0J1 referring to?",,
37,37,"What happened with ""da dad yesterday"" that is relevant to the current discussion?",,
38,38,"Why did PS0J1 bring up ""da dad yesterday"" at this point in the conversation?",,
39,39,What kind of big dog are we talking about?,,
40,40,Why was she close to that big dog?,,
41,41,What happened when she was close to the big dog?,,
42,42,"What exactly was PS0J7 referring to when they said ""look what""?",,
43,43,What happened that made PS0J7 emphasize the need for caution?,,
44,44,What was the unclear part that PS0J7 was pointing to or reacting to?,,
45,45,"What exactly is the topic that ""Now could"" is referring to?",,
46,46,"What specific action or possibility is being considered with ""Now could""?",,
47,47,"What prompted the shift in topic or focus with the utterance ""Now could""?",,
48,48,"What exactly is ""well alight"" referring to in this context?",,
49,49,"Who is Dave, and why is PS0J4 addressing the question to him specifically?",,
50,50,What is the current situation that has led to the need to go up into the attic?,,
51,51,"What exactly did ""that man"" say that led to the conclusion that there's no fire?",,
52,52,"How did the fire get ""took all the fire out of it"" from the bottom one?",,
53,53,"Who is ""they"" expected to come, and why is their arrival imminent?",,
54,54,What was the content of the unclear utterance that preceded the laugh?,,
55,55,Could the laugh be a reaction to something non-verbal or contextual that wasn't captured in the dialogue?,,
56,56,Is the laugh indicative of a shared understanding or inside joke among the participants?,,
57,57,What exactly caused the fire to start?,,
58,58,Is there any risk of the fire spreading further?,,
59,59,Are there any safety measures being taken to handle the situation?,,
60,60,"What specific event or situation is PS0J1 referring to when they say ""every time you say that""?",,
61,61,Is there a pattern or cycle being observed in the behavior of the fire or another element in the conversation?,,
62,62,"Who is the ""you"" that PS0J1 is addressing in this utterance, and what is their role in the context?",,
63,63,"Who is ""he"" that PS0J4 is referring to?",,
64,64,What exactly was the situation that led to the suggestion of calling the fire engine?,,
65,65,What was unclear in the situation that prompted the need for a fire engine?,,
66,66,Who is responsible for the twenty-five quid cost mentioned?,,
67,67,What exactly caused the fire that required the fire engine?,,
68,68,Why did the fire seem to die down only after the fire engine was called?,,
