question_id,question_text,rating,comment
0,"What does ""that's it"" refer to in this context?",0,"misinterpret"
1,"What is the significance of ""on now then""?",0,"misinterprets"
2,"Is this utterance concluding a previous topic or introducing a new one?",4,"also misinterprets"
3,"What specific aspect of farming did you start with?",5,""
4,"How did you transition into farming from your previous activities?",8,""
5,"What motivated you to begin farming at that time?",5,""
6,"What specific aspect of the previous statement prompted you to confirm with ""That's right. Yes.""?",0,"misinterprets"
7,"Could you elaborate on why this particular detail was significant enough to acknowledge?",1,""
8,"What other information or context might have influenced your confirmation at this point in the conversation?",1,""
9,"What specific aspect of the war influenced your decision to stay with the council?",5,""
10,"How did your role at the council change during the war?",6,""
11,"What were the main challenges you faced while working for the council during the war?",6,""
12,"What specific aspects of baling made it a ""great fashion"" in Orkney?",3,""
13,"How did the introduction of baling impact traditional farming practices in Orkney?",5,""
14,"Were there any particular challenges or benefits associated with the adoption of baling in Orkney?",6,""
15,"How did the chap in Kirkwall acquire the first baler in Orkney?",7,""
16,"What prompted the chap in Kirkwall to start baling hay in Orkney?",7,""
17,"Were there any challenges or resistance when introducing baling to Orkney?",6,""
18,"What exactly did J and W do in Kirkwall that made them the first to introduce balers to Orkney?",5,""
19,"How did the introduction of balers change the farming practices in Orkney during that time?",6,""
20,"Were there any challenges or resistance when J and W first started baling hay in Orkney?",6,""
21,"What specific role did International Balers play in Orkney during that time?",,""
22,"How did the introduction of balers change the farming practices in Orkney?",,""
23,"Were there any challenges or resistance when the first balers were introduced to Orkney?",,""
24,"What specific challenges did you face when you first started farming?",,""
25,"How did you transition from working for the council to becoming a farmer?",,""
26,"What motivated you to take on the task of baling hay in Orkney?",,""
27,"What exactly was unclear in PS2UP's utterance?",,""
28,"Could you clarify what aspect of the conversation prompted PS2UP's unclear response?",,""
29,"Were you able to infer any possible meaning from PS2UP's unclear utterance based on the context?",,""
30,"What exactly was unclear in your response?",,""
31,"When did the combining first start in Orkney?",,""
32,"Who was the man you mentioned from Rendall?",,""
33,"What specific events or developments led you to estimate the start of combining around nineteen sixty?",,""
34,"How did the introduction of combines impact the traditional methods of farming in Orkney?",,""
35,"Were there any notable challenges or resistance when you first introduced combines to Orkney?",,""
36,"What exactly was unclear in PS2UP's utterance?",,""
37,"Could you clarify what aspect of the road-cutting work PS2UP was reacting to?",,""
38,"Were there any specific challenges or notable events during the road-cutting process that PS2UP might have been referring to?",,""
39,"What specific tools or methods did the folk use with scythes before machinery was introduced?",,""
40,"How did the transition from scythes to machinery impact the local workforce or economy?",,""
41,"Were there any challenges or resistance when introducing machinery to replace manual labor with scythes?",,""
42,"What exactly were the conditions like before machinery was introduced for road maintenance?",,""
43,"How did the transition from scythes to machinery impact the local workforce and economy?",,""
44,"Were there any challenges or resistance when switching from manual labor to mechanized road cutting?",,""
45,"What kind of scythes were used for cutting the verges?",,""
46,"How many people were typically involved in cutting the verges with scythes?",,""
47,"Did the method of cutting verges with scythes change over time before machinery was introduced?",,""
48,"What specific tools or equipment were used to cut the road verges with scythes?",,""
49,"How did the transition from scythes to machinery impact the efficiency of road verge maintenance?",,""
50,"Were there any particular challenges or advantages associated with using scythes for road verge maintenance?",,""
51,"What exactly were the road verges like before they were changed to ditches?",,""
52,"How did the transition from ditches to road verges impact the way scythes were used?",,""
53,"Were there any specific challenges or advantages to using scythes in the ditches compared to the current road verges?",,""
54,"What specific roads in Orkney were first tarmacadamed in 1936?",,""
55,"How did the government's preparation for Hitler influence road construction in Orkney?",,""
56,"What was the role of Peter [unclear] as a super foreman in the road construction projects?",,""
57,"What specific roads in Orkney were first tarmacadamed in 1936?",,""
58,"How did the government's preparation for Hitler influence road construction in Orkney?",,""
59,"What was the role of Peter [unclear] as a super foreman in the road construction projects?",,""
60,"What specific tasks did the council workers perform with the scythes?",,""
61,"How many workers were typically assigned to maintain the roads with scythes?",,""
62,"Were there any seasonal variations in how the road maintenance with scythes was conducted?",,""
63,"What specific tasks did the council men perform with the scythes?",,""
64,"How were the council men organized or managed when using scythes?",,""
65,"Were there any particular challenges or difficulties associated with using scythes for road maintenance?",,""
66,"What specific tasks did the council men perform with the scythes?",,""
67,"How were the scythes distributed or managed among the workers?",,""
68,"Were there any particular challenges or techniques involved in using scythes for road verges?",,""
69,"What specific type of tractor and mower were initially used for cutting the road verges?",,""
70,"How did the transition from scythes to tractors and mowers impact the efficiency of road verge maintenance?",,""
71,"Were there any challenges or resistance when introducing the new machinery for road verge maintenance?",,""
72,"What specific tools or techniques were used to gather the grass after it was cut with scythes?",,""
73,"How did the gathering process impact the maintenance or appearance of the road verges?",,""
74,"Were there any environmental or practical benefits to gathering the grass compared to leaving it on the verges?",,""
75,"What specific environmental impact did leaving the grass lying have?",,""
76,"Did the method of leaving the grass lying change over time or remain consistent?",,""
77,"How did the decision to leave the grass lying affect the overall maintenance schedule?",,""
78,"What specific benefits did the old-fashioned method of cutting road verges with scythes have over modern methods?",,""
79,"How did the transition from scythes to tractors and mowers affect the overall maintenance schedule for road verges?",,""
80,"Were there any environmental or ecological considerations that influenced the choice between scythes and modern machinery for cutting road verges?",,""
81,"What exactly did you mean by ""rot it out""?",,""
82,"How did the process of rotting the grass benefit the roads?",,""
83,"Did the method of leaving the grass to rot change over time, and if so, how?",,""
84,"What specific type of grass was typically being cut with the scythes?",,""
85,"How did the method of leaving the grass to rot compare to modern fertilizing techniques?",,""
86,"Did the council ever consider the environmental impact of the different cutting methods?",,""
87,"What specific type of grass was typically grown on the road verges that you mentioned?",,""
88,"How did the change from scythes to tractors with mowers affect the overall ecosystem of the road verges?",,""
89,"Did the council ever consider alternative methods to maintain the road verges that balanced cost and environmental impact?",,""
90,"What exactly was unclear in that part of the dialogue?",,""
91,"Could you elaborate on the significance of the unclear portion in the broader context?",,""
92,"How might the unclear part have influenced the subsequent flow of the conversation?",,""
93,"What specific type of mower was used in the old-fashioned way?",,""
94,"How did the old-fashioned method compare in terms of cost to the current method?",,""
95,"Were there any environmental benefits to the old-fashioned method that are not present with the current method?",,""
96,"What specific aspect of the council's current mowing practice are you most concerned about?",,""
97,"How does the current method of mowing compare to the old-fashioned way in terms of cost?",,""
98,"Are there any environmental or ecological impacts of the current mowing method that you've observed?",,""
99,"What specific tasks did the combines perform on the neighboring farms?",,""
100,"How did the neighboring farms benefit from your use of combines?",,""
101,"Did you encounter any challenges or resistance when using combines on neighboring farms?",,""
102,"What kind of thing did you use for drying the barley?",,""
103,"How did the process of drying the barley work?",,""
104,"Did you have any specific challenges or considerations when drying the barley?",,""
105,"What exactly was the ""Leicester thing"" used for drying the barley?",,""
106,"How did the process of drying the barley with this machine work?",,""
107,"Did you use this drying method for all types of barley or just specific varieties?",,""
108,"What exactly was the ""Leicester thing"" used for drying the barley?",,""
109,"How did the process of drying barley with this machine work in detail?",,""
110,"Were there any specific challenges or considerations when using this drying machine?",,""
111,"What exactly was the ""Leicester thing"" used for drying barley?",,""
112,"How did the moisture extractor work in practice?",,""
113,"Did you find the moisture extractor effective for your needs?",,""
114,"What specific services or tasks did the bigger farms typically hire you for?",,""
115,"How did the size of the farm influence the type of work you were hired to do?",,""
